,online_order,book_table,votes,approx_cost(for two people),location_code,rest_type_code,cuisines_code,listed_in(type)_code
39089,0,0,15.0,350.0,50,73,1617,4
32552,1,0,454.0,600.0,45,24,266,2
45987,0,0,22.0,600.0,16,24,1682,4
23740,0,0,13.0,200.0,0,11,303,4
13167,1,0,11.0,650.0,81,73,1923,4
19557,1,0,576.5800000000017,500.0,30,73,1894,2
12916,0,0,14.0,300.0,67,5,244,4
28656,1,0,230.0,600.0,39,16,569,4
32196,0,0,172.0,650.0,45,16,529,1
36968,1,0,42.0,300.0,18,73,798,4
27124,1,0,191.0,250.0,22,73,2238,2
47174,0,0,97.0,1000.0,63,28,1982,5
40195,0,0,57.0,300.0,53,73,1617,4
28295,0,0,4.0,600.0,22,86,234,3
2646,1,0,13.0,300.0,4,44,1087,2
18523,1,1,243.0,800.0,26,24,1430,3
3599,0,0,10.0,300.0,1,73,1506,4
8208,0,0,0.0,250.0,84,73,1644,4
49878,1,0,545.0,300.0,6,73,1682,4
18664,0,1,576.5800000000017,1300.0,26,7,1102,4
6601,0,0,576.5800000000017,1300.0,66,65,909,5
45696,1,0,97.0,450.0,59,73,1682,4
5330,1,0,334.0,550.0,26,24,107,2
7086,1,0,374.0,550.0,84,24,416,2
12773,1,0,42.0,400.0,79,24,2282,4
19280,1,0,576.5800000000017,1300.0,26,57,1172,5
45621,1,1,348.0,900.0,59,30,885,4
46160,0,0,31.0,300.0,5,76,2204,1
20081,1,0,37.0,400.0,30,5,244,2
13831,0,0,5.0,300.0,19,73,1448,2
51351,1,0,52.0,400.0,84,73,72,4
29297,1,0,5.0,800.0,42,24,720,0
9334,1,1,442.0,1200.0,30,71,965,2
18382,0,0,16.0,500.0,16,16,555,2
50585,1,0,210.0,350.0,84,73,1443,2
13340,0,0,234.0,1000.0,48,7,1375,6
35876,1,0,7.0,400.0,44,73,138,2
49562,1,0,4.0,150.0,72,83,1547,3
35142,1,0,38.0,300.0,30,73,2185,2
35382,1,0,132.0,180.0,8,37,1316,2
8013,1,0,184.0,350.0,54,73,1135,4
40091,1,0,24.0,250.0,63,83,1558,3
49784,0,0,7.0,200.0,72,73,1682,4
51080,1,1,576.5800000000017,700.0,84,24,1632,4
4620,1,0,19.0,500.0,6,16,605,4
35311,1,0,132.0,230.0,0,37,1316,2
33017,1,0,576.5800000000017,800.0,43,16,569,2
36706,0,1,576.5800000000017,1000.0,43,24,15,4
34713,0,1,576.5800000000017,1300.0,43,57,1000,5
9389,1,0,45.0,500.0,0,24,387,2
29097,0,0,6.0,700.0,0,24,122,4
38777,0,1,110.0,1300.0,62,24,2234,4
50034,0,0,6.0,400.0,6,54,1982,4
33620,1,0,10.0,100.0,0,73,2132,2
32722,1,0,67.0,150.0,0,36,2185,2
51266,0,0,9.0,1000.0,84,24,1000,4
38807,1,0,44.0,300.0,8,56,1617,4
45324,0,0,15.0,300.0,76,36,1287,2
48981,1,0,109.0,400.0,6,16,637,2
19300,0,0,11.0,1000.0,26,6,1682,5
41231,1,0,72.0,450.0,84,73,1617,2
6125,1,0,576.5800000000017,1300.0,79,24,1460,4
45863,0,1,576.5800000000017,1300.0,26,6,39,4
42346,1,0,28.0,350.0,85,73,1507,2
5545,1,1,576.5800000000017,1000.0,12,24,1347,2
27550,1,0,223.0,500.0,0,36,1682,2
27678,0,0,15.0,500.0,0,86,1660,2
21522,0,0,379.0,300.0,28,73,2266,4
31820,0,0,10.0,250.0,0,73,1617,4
45343,1,0,22.0,300.0,59,11,1401,2
42262,1,0,124.0,600.0,66,16,526,1
2594,1,0,441.0,400.0,1,73,2269,2
21122,0,0,122.0,450.0,30,24,1514,4
39828,1,0,25.0,350.0,87,73,1421,2
21739,1,1,576.5800000000017,1300.0,28,63,886,5
46811,0,0,21.0,200.0,63,73,720,4
7868,0,0,0.0,400.0,9,73,1682,4
40284,0,1,207.0,1300.0,73,46,1394,4
46743,1,1,576.5800000000017,900.0,63,24,1818,4
12817,1,0,20.0,550.0,8,24,1682,4
24226,1,0,227.0,750.0,65,24,809,2
11695,1,0,114.0,500.0,20,36,1682,2
45223,1,0,4.0,350.0,33,73,1682,2
34420,1,0,63.0,350.0,25,73,1205,4
12490,1,0,576.5800000000017,750.0,15,20,608,3
5173,1,0,27.0,300.0,81,73,345,2
22755,0,0,205.0,550.0,0,24,412,2
4490,0,0,9.0,300.0,6,11,299,3
30623,0,0,14.0,350.0,44,73,784,2
23961,1,0,37.0,750.0,56,24,416,2
716,0,0,47.0,150.0,1,73,2321,4
6384,0,0,57.0,350.0,49,73,2164,4
47472,1,0,33.0,300.0,79,73,1682,2
43446,0,0,4.0,600.0,8,24,874,4
23925,1,1,576.5800000000017,800.0,34,24,1927,2
15835,0,0,63.0,1000.0,22,16,655,1
26714,1,0,576.5800000000017,400.0,43,83,1558,2
33033,1,0,6.0,300.0,0,73,876,2
51394,1,0,99.0,450.0,84,73,1858,4
30618,0,0,31.0,400.0,42,36,2265,2
28453,1,0,340.0,800.0,43,24,778,4
11189,0,0,6.0,150.0,45,73,345,4
34599,0,0,0.0,300.0,0,73,1682,4
43363,1,0,151.0,650.0,79,24,430,4
50214,1,0,92.0,350.0,9,73,2266,2
36992,1,0,94.0,300.0,18,73,1682,4
10584,1,0,6.0,200.0,0,73,1498,4
49766,1,0,30.0,450.0,72,5,227,4
44995,1,0,27.0,450.0,33,73,1617,2
19929,1,1,576.5800000000017,1200.0,28,25,961,2
18203,1,0,0.0,150.0,10,56,292,2
18196,1,0,7.0,500.0,79,73,176,2
23683,1,0,13.0,400.0,30,73,2153,4
21405,1,0,0.0,1300.0,45,24,1105,4
33645,1,0,34.0,250.0,44,83,1551,3
40068,0,0,576.5800000000017,200.0,63,0,234,3
13558,1,0,40.0,400.0,19,36,360,2
5990,1,0,7.0,600.0,8,16,492,4
37135,1,0,26.0,700.0,0,24,1688,4
6139,0,0,53.0,1300.0,67,46,188,4
35884,1,0,278.0,200.0,22,73,345,2
106,0,0,8.0,300.0,1,73,419,2
34682,0,1,576.5800000000017,1000.0,43,71,1240,5
40604,1,0,103.0,600.0,54,24,416,2
20023,1,0,37.0,400.0,0,24,365,2
44459,1,0,239.0,500.0,57,16,641,4
12661,0,0,161.0,500.0,75,24,1682,4
23764,0,0,0.0,250.0,0,73,2221,4
44452,1,0,436.0,750.0,57,24,2071,4
41205,1,0,89.0,300.0,84,73,1617,2
42709,1,0,161.0,300.0,81,16,642,2
38782,1,0,118.0,1000.0,67,24,902,4
18106,1,0,73.0,400.0,67,24,1893,2
17675,1,0,576.5800000000017,500.0,31,73,490,2
19201,0,0,93.0,500.0,59,24,1712,4
10118,0,0,0.0,450.0,3,73,1794,2
15410,1,0,255.0,700.0,20,24,1525,4
29384,1,0,83.0,650.0,22,24,394,2
38709,0,1,275.0,1300.0,66,47,1617,4
50889,0,0,4.0,400.0,9,73,76,2
45705,1,0,292.0,850.0,31,24,858,4
45465,0,0,12.0,500.0,31,86,1191,2
24691,1,1,321.0,750.0,34,24,64,4
33217,1,0,6.0,200.0,0,11,292,2
10631,1,0,24.0,300.0,0,73,1682,4
16965,0,0,116.0,800.0,22,26,206,4
591,1,0,160.0,700.0,1,24,1682,4
43623,0,0,0.0,400.0,75,73,2262,4
25687,0,0,0.0,300.0,24,86,234,2
6870,1,0,15.0,450.0,54,73,2063,2
11099,1,0,264.0,650.0,45,24,1615,4
8166,1,0,0.0,300.0,84,73,1572,4
13967,0,0,10.0,300.0,19,0,244,2
15490,0,0,16.0,500.0,20,73,1586,4
39290,0,0,11.0,200.0,15,73,1469,4
2336,1,0,7.0,300.0,28,73,1173,4
42181,0,0,576.5800000000017,500.0,66,24,1731,0
34942,1,0,175.0,450.0,0,24,69,2
29099,0,0,0.0,300.0,0,73,1617,4
8790,1,0,92.0,200.0,30,73,338,2
19247,0,0,0.0,200.0,10,73,2304,4
48509,0,0,6.0,300.0,50,73,1913,4
41103,1,0,0.0,500.0,84,73,1137,2
48520,1,0,0.0,400.0,8,54,2071,4
21355,1,0,54.0,400.0,3,73,1923,4
15458,0,0,49.0,400.0,20,73,1188,4
9966,0,0,335.0,550.0,30,24,1641,2
40379,1,0,9.0,350.0,63,73,2185,4
16231,1,0,181.0,600.0,22,36,864,2
36387,1,0,6.0,200.0,39,0,234,2
49750,0,0,193.0,200.0,72,73,2185,4
46350,1,0,489.0,300.0,53,73,2185,2
16644,1,0,188.0,400.0,22,24,1682,2
10930,0,0,435.0,500.0,43,24,1704,4
14351,0,0,16.0,350.0,19,73,1735,4
12099,1,0,6.0,400.0,79,0,234,2
50625,1,0,485.0,1000.0,84,24,1311,2
3999,1,1,576.5800000000017,1200.0,22,25,1371,2
43319,1,1,576.5800000000017,750.0,12,16,559,4
47256,0,0,31.0,1000.0,50,24,1682,0
11483,0,1,169.0,1300.0,42,6,2262,5
39741,1,0,363.0,900.0,57,16,665,2
2042,1,0,132.0,250.0,3,14,2371,4
48009,0,0,14.0,300.0,67,5,244,3
32284,1,0,576.5800000000017,750.0,43,24,1950,2
21941,1,0,182.0,600.0,3,50,1654,2
31529,1,0,21.0,300.0,39,73,272,4
21757,1,1,576.5800000000017,1000.0,28,24,214,0
49703,0,0,4.0,300.0,72,73,345,4
47371,1,0,9.0,300.0,67,73,447,2
18397,0,0,39.0,300.0,59,62,1617,2
5011,0,0,89.0,1300.0,77,24,1940,0
3970,1,0,49.0,250.0,6,73,1421,2
1353,1,0,54.0,500.0,3,16,622,2
8664,1,0,551.0,600.0,45,73,1117,2
5425,1,0,134.0,550.0,81,24,2171,2
47665,1,0,140.0,400.0,12,73,1126,2
14771,1,0,306.0,500.0,20,24,864,2
16476,1,0,137.0,650.0,76,85,1875,2
20574,1,0,55.0,500.0,0,36,1853,2
24897,0,0,31.0,700.0,35,6,1867,4
2685,1,1,576.5800000000017,1200.0,30,25,1366,2
2484,0,1,21.0,800.0,4,24,1635,0
39187,0,0,13.0,700.0,52,25,1789,4
8905,1,0,22.0,500.0,0,86,1735,2
6633,0,0,378.0,1000.0,66,6,1735,5
22304,1,0,37.0,400.0,0,24,365,2
43569,0,0,33.0,400.0,14,73,2221,4
22100,1,0,15.0,350.0,3,73,1116,2
3730,1,0,323.0,850.0,30,24,864,4
7863,0,0,54.0,500.0,9,50,1617,4
18680,0,0,576.5800000000017,800.0,26,24,2033,4
46821,1,0,9.0,350.0,63,73,2185,4
33962,0,0,576.5800000000017,800.0,43,24,85,4
24546,0,0,6.0,250.0,2,73,392,2
27466,1,0,178.0,800.0,39,24,1865,2
47413,1,0,576.5800000000017,1300.0,49,24,1107,2
32119,1,0,576.5800000000017,750.0,43,24,1950,0
31383,0,0,14.0,1000.0,45,24,798,4
8006,0,0,40.0,800.0,84,24,1682,4
9067,1,0,18.0,150.0,30,11,324,2
15294,1,0,9.0,100.0,20,73,2185,2
9250,1,0,51.0,500.0,43,73,1116,2
3971,1,0,6.0,800.0,72,86,1671,2
15654,1,1,81.0,800.0,79,24,858,4
27812,0,0,0.0,450.0,3,73,1794,2
17140,1,0,310.0,600.0,22,24,266,4
31069,1,1,576.5800000000017,1300.0,43,25,178,4
1889,0,0,0.0,400.0,3,73,1152,3
12989,0,0,0.0,400.0,75,73,2262,4
25336,1,0,84.0,300.0,56,37,1057,2
19660,1,1,576.5800000000017,800.0,1,24,2080,2
49926,0,0,95.0,700.0,6,24,781,4
18670,1,0,576.5800000000017,800.0,26,24,430,4
49312,0,0,344.0,600.0,72,24,52,2
11490,1,1,576.5800000000017,1300.0,0,25,186,6
24307,1,1,360.0,1300.0,34,71,1014,2
6074,1,1,576.5800000000017,800.0,66,26,1390,4
35381,1,0,271.0,500.0,39,73,176,2
348,1,0,119.0,400.0,1,24,1682,2
46443,1,0,72.0,500.0,53,16,604,2
36260,0,0,0.0,200.0,3,73,2185,2
19915,1,0,22.0,600.0,43,16,564,2
15625,1,0,66.0,800.0,79,16,672,4
12611,0,1,576.5800000000017,1300.0,67,46,1103,4
9208,1,1,293.0,800.0,43,24,2165,2
9425,1,0,510.0,750.0,45,24,794,2
39446,0,0,90.0,800.0,68,16,575,1
8040,0,0,31.0,200.0,84,84,1558,4
33058,1,0,106.0,300.0,25,73,342,2
25434,1,0,27.0,350.0,24,73,1928,2
12579,0,1,152.0,1300.0,79,46,19,4
38955,1,0,79.0,350.0,14,75,1202,4
16588,1,0,129.0,350.0,22,37,1063,2
27234,1,0,203.0,300.0,0,73,2031,2
17514,0,1,178.0,1300.0,72,7,1263,6
23399,0,0,0.0,450.0,28,50,1617,4
953,1,0,212.0,350.0,28,73,346,2
31691,1,0,421.0,800.0,0,24,153,4
29197,1,0,51.0,500.0,22,24,1769,4
44915,1,0,576.5800000000017,1200.0,26,24,2090,2
28470,0,0,576.5800000000017,650.0,43,24,2266,4
47208,1,1,576.5800000000017,1100.0,53,7,1238,6
27918,0,0,38.0,250.0,0,73,1735,2
34808,1,1,576.5800000000017,700.0,42,16,492,1
299,1,0,576.5800000000017,800.0,1,24,835,2
6712,0,1,183.0,1300.0,49,25,1393,6
47269,1,1,91.0,1300.0,15,24,1989,0
9733,1,0,201.0,800.0,43,16,583,2
38467,1,0,118.0,500.0,50,17,513,3
25335,1,1,576.5800000000017,1300.0,56,6,1021,2
39115,0,0,4.0,400.0,75,73,1760,4
31261,0,0,576.5800000000017,1300.0,44,61,1826,4
39295,0,0,6.0,350.0,52,73,1509,4
3101,0,0,5.0,300.0,74,73,2185,2
32504,1,0,56.0,400.0,43,11,292,2
47934,0,0,9.0,100.0,85,84,1558,2
12885,1,0,205.0,250.0,79,73,2274,4
5281,1,0,26.0,200.0,73,83,1558,2
16536,1,0,16.0,400.0,39,73,1363,2
34896,1,0,391.0,500.0,39,86,1654,2
24706,0,0,35.0,700.0,34,24,492,4
6146,0,1,576.5800000000017,1200.0,12,25,2208,4
14116,0,0,18.0,600.0,19,25,71,4
19758,1,0,321.0,400.0,28,73,1742,2
31543,0,0,8.0,300.0,46,73,364,4
45544,1,1,576.5800000000017,1200.0,26,24,1383,3
3981,1,1,576.5800000000017,1300.0,22,24,1398,2
5188,1,0,109.0,500.0,74,24,874,2
15060,1,0,576.5800000000017,600.0,26,16,638,2
34535,0,0,0.0,350.0,0,73,447,4
32303,1,0,66.0,700.0,0,73,345,2
27339,1,0,102.0,350.0,3,73,1682,2
48672,0,0,11.0,200.0,75,73,1617,4
35590,1,0,21.0,300.0,46,73,1853,2
51352,0,0,241.0,500.0,84,73,1982,4
33,1,0,172.0,750.0,1,36,2055,2
9471,1,0,0.0,300.0,0,0,234,2
50582,1,0,55.0,300.0,84,73,99,2
31715,0,0,22.0,300.0,0,77,1170,4
13529,1,0,426.0,150.0,19,73,2324,2
16635,1,0,190.0,250.0,22,73,2238,2
32801,1,0,237.0,200.0,43,73,2195,2
48508,1,0,0.0,300.0,74,73,2221,4
7194,0,0,21.0,600.0,84,73,244,2
36745,0,1,556.0,900.0,43,16,589,4
26734,1,0,9.0,400.0,22,86,1681,2
4280,0,0,0.0,500.0,6,73,1682,2
37963,1,0,9.0,300.0,81,84,1560,2
32635,1,0,24.0,350.0,46,73,1611,2
335,1,0,30.0,100.0,30,11,340,2
22502,1,1,239.0,600.0,28,26,512,2
28405,0,1,576.5800000000017,1300.0,43,24,1341,4
25991,1,0,223.0,600.0,35,24,88,4
23735,0,0,11.0,200.0,0,73,2266,4
41973,0,0,17.0,350.0,54,73,1704,4
3644,1,0,89.0,250.0,30,73,1782,4
565,1,0,504.0,550.0,1,16,674,4
39132,1,0,576.5800000000017,1300.0,79,24,1460,4
45663,1,0,393.0,400.0,59,73,1682,4
37178,0,0,22.0,300.0,0,77,1170,4
40304,1,0,43.0,600.0,68,24,798,4
29697,1,0,111.0,500.0,30,73,488,2
48795,0,1,301.0,1200.0,77,7,1534,5
17762,1,0,259.0,300.0,26,37,1063,2
11772,1,1,576.5800000000017,1100.0,15,24,57,2
28456,1,1,192.0,1000.0,41,16,492,4
3792,0,0,114.0,550.0,6,16,615,1
11043,1,0,53.0,350.0,45,73,1271,4
24232,1,0,39.0,300.0,34,73,304,2
36702,0,1,576.5800000000017,1300.0,41,24,1917,4
37618,0,1,576.5800000000017,1200.0,42,7,170,6
23557,0,0,0.0,200.0,3,73,2185,4
44799,1,0,576.5800000000017,450.0,17,36,1279,2
32679,1,0,18.0,450.0,0,24,1682,2
49004,1,0,114.0,400.0,6,73,2111,2
14538,1,0,0.0,700.0,19,73,1735,4
17533,0,0,576.5800000000017,1300.0,26,19,587,0
26847,1,0,17.0,500.0,45,73,1293,2
15079,0,0,334.0,450.0,20,24,1654,2
26330,1,0,21.0,400.0,2,73,2185,4
37511,0,0,32.0,400.0,0,73,1682,4
21226,1,0,135.0,350.0,30,73,1205,4
22592,1,0,20.0,150.0,28,11,1409,2
42586,1,0,121.0,300.0,8,73,1219,2
37988,1,0,22.0,250.0,20,37,1323,2
48001,1,0,123.0,400.0,77,37,1080,3
36579,1,0,576.5800000000017,1300.0,45,57,40,4
50842,1,0,270.0,500.0,9,24,1441,2
38104,1,1,576.5800000000017,1300.0,12,24,1699,2
51290,1,0,201.0,550.0,84,24,89,4
45434,0,0,25.0,200.0,31,73,2185,2
3855,1,0,44.0,600.0,72,36,411,2
39571,1,0,40.0,500.0,5,73,830,2
33079,1,0,306.0,600.0,45,16,591,2
39555,1,0,71.0,400.0,63,73,1126,2
31521,1,0,137.0,500.0,39,73,1617,4
15032,1,0,21.0,450.0,20,16,492,2
31864,0,0,4.0,200.0,0,73,1430,4
31966,1,0,35.0,350.0,0,73,2015,4
7615,1,0,22.0,600.0,84,86,356,2
50077,1,1,576.5800000000017,1300.0,72,68,936,6
14853,1,0,131.0,180.0,8,37,1323,2
32160,1,1,576.5800000000017,600.0,39,16,505,1
33403,0,0,0.0,300.0,18,73,360,2
44954,1,0,571.0,400.0,26,13,301,2
3823,1,0,68.0,200.0,54,73,326,2
14547,0,0,29.0,200.0,19,73,2092,4
35201,1,0,32.0,700.0,44,24,1617,2
7409,1,0,25.0,500.0,84,73,1682,2
40175,1,0,250.0,300.0,53,73,1735,4
32756,1,0,0.0,200.0,22,73,1190,2
44435,1,0,576.5800000000017,700.0,57,16,493,4
33483,0,0,16.0,400.0,0,73,1617,2
6464,0,0,0.0,150.0,14,73,2185,4
43663,0,0,45.0,300.0,8,73,1208,4
13977,1,0,12.0,250.0,19,37,1057,3
20885,1,0,23.0,250.0,30,83,1547,3
3038,0,0,10.0,300.0,1,73,2196,2
15668,1,0,43.0,250.0,79,73,303,4
26263,1,0,97.0,350.0,34,16,618,4
26549,0,0,576.5800000000017,900.0,43,19,499,1
5253,1,0,8.0,150.0,74,73,2185,2
44456,0,0,318.0,1300.0,57,6,1682,4
16804,1,0,576.5800000000017,700.0,22,16,598,2
32841,1,0,7.0,500.0,43,73,403,2
48467,0,0,24.0,500.0,67,73,409,4
19185,0,1,25.0,1300.0,79,16,683,4
17549,0,1,576.5800000000017,1300.0,59,46,1879,0
45170,1,0,27.0,250.0,26,73,2322,2
39060,0,0,25.0,250.0,14,73,299,4
7697,1,0,576.5800000000017,400.0,54,37,1323,3
29106,0,0,40.0,400.0,0,11,292,4
1450,1,0,9.0,300.0,3,73,2196,2
50204,1,0,72.0,500.0,84,36,85,2
6163,1,0,576.5800000000017,1300.0,79,24,1393,4
19170,1,0,23.0,300.0,79,73,1453,4
32729,1,0,42.0,600.0,0,16,578,2
42631,1,0,33.0,250.0,26,83,1547,2
41680,0,0,58.0,600.0,54,73,1670,4
5164,1,0,40.0,400.0,49,11,303,2
46972,0,0,218.0,800.0,53,24,387,4
7157,1,0,12.0,650.0,54,24,1306,2
1637,0,0,392.0,500.0,3,73,411,2
41313,1,0,5.0,200.0,9,37,1317,2
29661,1,0,8.0,250.0,0,86,798,2
9661,0,0,76.0,500.0,0,73,1682,2
23348,1,0,171.0,250.0,28,73,1617,4
23813,0,0,6.0,250.0,0,73,1479,4
3904,1,0,404.0,500.0,6,24,2280,2
17912,0,1,172.0,1300.0,26,60,997,2
13254,0,1,93.0,1000.0,66,68,931,5
36319,0,0,21.0,350.0,18,73,1471,2
51040,0,1,576.5800000000017,1300.0,84,67,990,4
13200,0,0,0.0,150.0,74,73,2229,4
49706,0,0,53.0,450.0,72,73,1682,4
46056,0,0,109.0,1300.0,59,57,1229,5
29655,1,0,121.0,200.0,22,73,2249,2
13703,0,1,49.0,1300.0,19,57,1953,2
8858,1,0,13.0,400.0,39,73,1617,2
35408,1,1,459.0,1300.0,45,25,1617,2
19777,1,0,0.0,200.0,0,86,859,2
30019,1,0,20.0,150.0,0,11,1126,2
18466,1,0,69.0,500.0,8,24,2262,2
9726,1,1,151.0,600.0,44,73,547,2
4688,1,0,258.0,500.0,6,73,474,4
1958,1,1,576.5800000000017,1000.0,3,24,1617,4
44654,1,0,27.0,200.0,70,73,2185,4
21193,1,0,54.0,400.0,30,73,162,4
33577,0,0,0.0,450.0,3,73,1794,2
18227,0,0,24.0,300.0,26,0,227,2
26356,0,0,0.0,300.0,34,73,99,4
11382,0,0,19.0,250.0,3,73,2108,4
537,1,0,219.0,600.0,4,16,642,3
5527,0,0,8.0,450.0,8,73,1617,2
30044,1,0,140.0,600.0,0,24,1655,2
48843,1,1,576.5800000000017,1300.0,72,24,1382,0
16758,1,0,36.0,400.0,72,36,1617,2
17879,1,0,5.0,350.0,26,23,1343,2
1817,1,0,48.0,200.0,28,73,1794,2
38031,1,0,50.0,350.0,8,73,2266,2
7762,1,0,576.5800000000017,300.0,9,16,701,4
43371,1,1,190.0,1300.0,75,25,1902,4
49715,1,0,85.0,400.0,72,73,1512,4
39504,1,0,251.0,350.0,53,73,1135,2
43217,0,0,10.0,400.0,50,16,492,4
28458,1,0,576.5800000000017,1000.0,44,24,1617,4
28489,0,0,576.5800000000017,1300.0,44,7,16,4
31197,1,0,64.0,300.0,43,73,1488,4
12751,1,0,12.0,650.0,8,24,1514,4
23303,1,0,187.0,500.0,28,16,500,4
36459,1,0,149.0,350.0,43,86,299,3
2471,0,1,576.5800000000017,1300.0,28,6,1251,5
8276,1,1,576.5800000000017,1300.0,43,24,712,0
35301,1,1,576.5800000000017,1300.0,30,24,1699,2
2920,1,0,576.5800000000017,750.0,1,24,1997,2
28536,1,1,102.0,700.0,46,16,564,4
30368,1,0,175.0,450.0,22,36,798,2
9553,0,0,15.0,1000.0,0,6,1617,2
47419,1,0,69.0,500.0,8,73,1283,2
48369,0,0,46.0,700.0,8,16,576,4
30549,0,0,107.0,500.0,39,24,1707,2
11420,0,0,4.0,200.0,3,50,2321,4
4344,0,0,6.0,400.0,6,54,1982,2
47945,0,0,4.0,400.0,79,73,2211,2
20336,1,0,4.0,250.0,0,11,292,2
28560,1,1,325.0,800.0,45,24,1698,4
34612,0,0,6.0,400.0,0,73,1116,4
48689,0,0,0.0,300.0,75,73,1654,4
43788,1,0,45.0,600.0,20,16,556,4
25248,1,0,16.0,150.0,34,73,345,2
22277,1,0,55.0,200.0,28,73,2311,2
40496,0,0,11.0,800.0,73,7,1969,6
47692,1,0,20.0,500.0,15,16,530,2
21924,1,0,351.0,400.0,30,73,474,2
9035,1,0,57.0,400.0,30,73,1855,2
33909,0,0,26.0,400.0,44,73,1794,4
28352,0,0,0.0,800.0,42,24,1682,4
23915,1,0,221.0,400.0,34,37,1326,2
23993,1,0,50.0,300.0,65,37,1059,2
15098,0,0,52.0,500.0,20,24,2287,2
47983,0,1,576.5800000000017,1000.0,12,16,560,3
7223,0,0,9.0,400.0,84,86,1462,2
14971,1,0,31.0,200.0,79,73,2195,2
11755,1,0,576.5800000000017,550.0,8,77,472,2
26105,1,0,18.0,250.0,35,73,1203,4
31565,1,0,65.0,350.0,44,73,447,4
18189,1,0,26.0,300.0,59,73,1198,2
49166,1,1,576.5800000000017,1300.0,72,25,2160,2
16206,1,0,75.0,500.0,6,2,234,2
14999,1,0,33.0,200.0,79,73,2321,2
27596,1,1,576.5800000000017,1100.0,44,24,720,2
24201,1,0,185.0,250.0,35,73,345,2
9653,0,0,0.0,300.0,0,73,110,2
19181,0,0,46.0,1300.0,59,57,885,4
12318,1,0,576.5800000000017,750.0,15,20,608,2
2494,1,1,576.5800000000017,1200.0,30,24,1923,0
27171,1,1,344.0,1000.0,43,25,751,2
43935,0,0,576.5800000000017,1200.0,8,30,13,6
13291,0,0,576.5800000000017,1100.0,12,7,1236,6
11171,1,0,18.0,500.0,28,16,492,4
3681,0,0,0.0,300.0,13,73,1682,4
9123,1,0,34.0,300.0,0,24,2211,2
48405,0,0,13.0,750.0,66,24,1682,4
48216,0,1,314.0,1300.0,50,24,1341,4
20625,1,0,30.0,500.0,0,73,1654,2
8364,1,0,310.0,750.0,30,16,562,1
25524,1,0,232.0,500.0,20,24,1682,2
47811,0,0,23.0,450.0,74,24,2211,2
2648,1,0,38.0,150.0,1,37,1316,2
15403,0,0,62.0,1100.0,20,16,567,4
44571,0,0,18.0,150.0,57,73,820,4
30234,1,0,34.0,200.0,45,37,1413,2
4894,0,0,22.0,200.0,72,73,345,4
22689,0,0,0.0,400.0,28,36,798,2
14024,1,0,4.0,400.0,19,16,620,3
389,1,0,6.0,300.0,4,73,1205,2
15428,0,0,52.0,500.0,20,24,2287,4
31203,0,0,6.0,300.0,43,73,133,4
36715,1,0,576.5800000000017,600.0,43,16,497,4
26196,0,0,52.0,200.0,34,56,788,4
5971,0,0,162.0,400.0,8,73,876,4
29729,0,0,576.5800000000017,800.0,43,24,85,2
17524,0,1,576.5800000000017,1300.0,26,24,1851,0
24980,1,0,8.0,300.0,21,73,1682,4
35389,1,0,0.0,200.0,30,73,1187,2
37030,0,0,12.0,200.0,40,73,2185,4
12968,0,0,11.0,150.0,14,73,2344,4
36852,0,0,0.0,300.0,43,62,52,4
42332,1,0,81.0,400.0,20,86,1782,2
16624,1,0,38.0,400.0,39,24,1617,2
49290,1,0,9.0,200.0,72,36,2370,2
30319,1,0,9.0,400.0,43,73,1403,2
2345,0,0,115.0,200.0,28,73,2185,4
43604,0,0,11.0,200.0,75,73,1617,4
18878,1,0,81.0,150.0,26,73,1617,4
42867,0,0,184.0,500.0,12,37,1080,2
4016,1,0,33.0,400.0,22,86,341,2
20739,0,0,42.0,400.0,0,73,1808,2
32241,1,0,120.0,250.0,0,73,2106,2
12345,1,0,258.0,650.0,26,24,1794,2
37993,1,1,576.5800000000017,1300.0,8,33,749,2
6934,1,0,487.0,700.0,54,24,406,2
38631,1,1,576.5800000000017,1200.0,12,25,288,4
31494,1,0,43.0,300.0,44,73,2185,4
1423,1,1,576.5800000000017,1300.0,28,24,970,2
1007,1,0,23.0,150.0,28,73,2099,2
10015,0,0,27.0,400.0,28,5,227,2
12534,0,0,527.0,800.0,12,24,1614,4
35431,1,0,362.0,400.0,30,37,1063,2
7342,1,0,9.0,400.0,54,37,227,2
41969,1,0,17.0,300.0,54,73,1794,4
10127,1,0,323.0,700.0,45,16,504,2
17319,0,0,12.0,500.0,22,73,370,4
26511,1,0,455.0,1000.0,44,24,720,0
50875,0,0,55.0,500.0,84,86,1116,2
30657,0,0,21.0,200.0,18,73,2185,2
32304,1,0,8.0,300.0,22,73,2249,2
6802,1,0,9.0,1000.0,54,16,1343,1
44153,1,0,118.0,400.0,87,73,1788,2
1433,1,0,92.0,1100.0,3,50,942,2
46374,0,0,35.0,450.0,5,5,244,2
47772,1,0,169.0,250.0,74,73,1969,2
10895,1,0,576.5800000000017,600.0,43,24,444,4
3716,0,0,21.0,150.0,1,73,1201,4
45542,0,0,6.0,500.0,78,16,492,3
41492,0,0,39.0,250.0,54,83,1547,3
4630,1,0,9.0,550.0,6,24,2379,4
15635,1,0,87.0,500.0,79,24,1743,4
30176,1,0,149.0,350.0,43,86,299,2
31222,0,0,6.0,250.0,43,73,798,4
